,Customer,Country,State Code,State,Claim Amount,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Loss_Ratio,Loss_Ratio_Classified
1162,4718,0,2,2,1939.321145,0,3,2,20,1,0,70503,0,0,164,11,11,1,2,0,2,3,0,41.05291,3,2,1.0750117211751662,1
1163,4999,0,2,2,397.413815,0,1,3,1,0,1,0,1,0,117,9,78,0,1,1,5,1,0,561.6,3,2,0.04354742658338812,0
1164,8290,0,0,0,410.55809910000005,0,1,3,49,1,1,39492,1,1,105,20,81,0,1,1,5,1,0,756.0,3,2,0.048272557213403886,0
1165,8956,0,3,3,230.84720550000003,0,1,2,46,0,1,0,1,0,68,9,34,0,1,0,2,1,3,489.6,2,2,0.0998474072231834,0
1166,2072,0,3,3,537.2914477,0,1,3,45,1,1,50405,0,0,70,6,21,1,9,1,4,2,2,7.069583000000001,2,2,0.3655043861904762,0
1167,9130,0,0,0,550.8315536,0,1,5,53,1,0,96021,2,1,68,5,30,0,5,1,3,2,1,315.004602,1,2,0.2700154674509804,0
1168,2474,0,0,0,239.83331850000002,0,1,1,47,0,1,0,1,1,65,26,97,0,1,1,5,3,0,422.947888,1,2,0.03803859135606662,0
1169,3910,0,2,2,372.883013,0,3,1,43,0,1,0,1,0,105,13,22,0,1,1,5,3,3,756.0,2,2,0.16142121774891774,0
1170,7072,0,0,0,275.84985819999997,0,1,2,50,1,1,65794,2,1,69,10,14,1,1,1,3,3,1,277.27294,2,2,0.2855588594202898,0
1171,7341,0,0,0,370.39302610000004,0,2,3,54,1,1,21975,1,0,95,28,63,0,1,0,0,4,0,456.0,2,3,0.061886888237259824,0
1172,6748,0,2,2,937.2843639,0,2,1,45,0,1,0,1,1,126,19,17,0,4,1,5,2,1,604.8,3,2,0.43757439957983196,0
1173,5589,0,0,0,499.1584471,0,2,3,32,1,0,56649,1,1,125,12,8,0,1,2,7,3,1,780.090361,3,3,0.4991584471,0
1174,2091,0,1,1,3940.01854,0,3,4,12,0,1,0,1,0,181,22,96,0,2,1,5,3,2,868.8,3,2,0.22675060658379373,0
1175,2709,0,2,2,275.9978287,1,1,3,22,1,1,92296,1,1,69,4,65,0,1,0,0,1,0,331.2,1,2,0.0615379774136009,0
1176,6417,0,0,0,799.3003997000001,0,3,3,22,1,0,39448,0,1,103,10,14,3,5,1,3,2,3,66.020788,2,2,0.5542998610957005,1
1177,3575,0,2,2,523.5573528,0,2,3,44,1,0,71794,2,1,131,19,48,0,1,1,5,1,3,457.471225,3,2,0.08326293778625954,0
1178,3325,0,2,2,263.30118369999997,0,1,1,0,0,0,21861,1,1,69,3,11,0,1,1,5,1,0,348.278032,2,2,0.3469053803689064,0
1179,2598,0,0,0,276.4802284,0,1,2,41,1,0,31591,2,1,72,17,65,4,1,0,0,2,1,240.24149900000003,2,2,0.059076971880341875,0
1180,3619,0,3,3,808.4846371,0,1,3,17,1,0,60662,1,0,68,10,38,0,2,2,6,1,3,326.4,1,2,0.3128810515092879,0
1181,1518,0,2,2,268.5177658,0,1,2,21,0,0,20608,1,0,73,10,24,0,1,1,4,2,1,350.4,2,1,0.1532635649543379,0
1182,3913,0,2,2,1220.812004,0,1,4,50,1,0,21331,2,0,103,18,84,0,2,1,5,3,0,419.062661,3,3,0.1411017110494683,0
1183,724,0,3,3,2009.0438649999999,0,1,2,2,0,0,0,2,0,66,16,19,1,2,0,2,3,0,252.149798,2,2,1.6021083452950557,1
1184,2838,0,1,1,3286.4404600000003,0,1,1,32,1,0,90783,2,0,104,0,38,2,2,1,5,3,0,285.745227,3,1,0.8315891852226721,1
1185,3219,0,0,0,249.13170240000002,1,1,5,21,1,1,36631,0,0,62,30,77,0,1,0,0,3,0,67.530904,2,3,0.0521851073313783,0
1186,8612,0,2,2,631.4596812999999,0,2,1,11,0,1,0,1,1,87,15,46,0,6,1,4,1,3,417.6,2,2,0.1577860273113443,0
1187,8742,0,0,0,1622.964891,0,2,2,34,1,1,26030,1,1,139,25,29,1,2,0,2,1,2,667.2,5,2,0.40262091069213596,0
1188,8785,0,4,4,516.1789881,0,1,2,32,0,1,0,1,1,70,6,24,0,6,1,5,3,3,469.491537,2,2,0.3072493976785714,0
1189,2661,0,4,4,398.2266087,0,1,3,26,0,1,0,1,0,113,14,77,0,1,1,5,2,1,542.4,3,2,0.045767912734168484,0
1190,2154,0,3,3,1347.318567,0,1,3,38,1,1,25302,1,1,70,13,16,1,2,1,3,1,1,336.0,2,2,1.20296300625,1
1191,1819,0,1,1,692.1973993,0,2,2,53,0,0,16483,2,1,90,14,68,0,9,0,1,2,3,320.519977,1,2,0.1131041502124183,0
1192,1208,0,0,0,827.644416,0,2,1,40,0,1,0,1,0,82,29,92,0,2,1,4,2,1,590.4,2,2,0.10970896288441145,0
1193,2378,0,3,3,1434.985991,0,3,3,54,1,1,73222,2,1,180,24,43,0,3,1,3,3,2,821.5167299999999,3,3,0.18539870684754522,0
1194,583,0,2,2,587.8199296,0,1,2,6,1,0,22061,1,1,74,25,25,0,8,1,4,1,1,355.2,2,2,0.3177405024864865,0
1195,5757,0,3,3,266.605454,0,1,1,13,1,0,86321,1,1,66,7,25,0,1,1,3,2,2,316.8,2,2,0.16157906303030303,0
1196,4078,0,0,0,534.5680997999999,0,1,3,38,1,1,54668,1,1,68,3,41,1,6,1,5,3,2,326.4,2,2,0.19173891671449064,0
1197,1431,0,3,3,477.7121596,0,1,1,13,0,0,0,1,1,62,15,80,0,3,1,5,3,0,297.6,2,2,0.0963129354032258,0
1198,2227,0,2,2,1697.374021,0,3,1,56,1,1,69497,0,1,142,30,31,0,2,1,5,4,0,92.286763,3,2,0.3855915540663335,0
1199,1224,0,0,0,251.8112127,0,1,1,29,1,1,86617,2,0,63,9,10,0,1,1,5,2,0,188.325603,2,2,0.3997003376190476,0
1200,7215,0,4,4,1916.0989940000002,1,2,4,43,1,0,22705,1,0,239,19,59,0,7,1,3,1,0,1294.700423,4,2,0.13588390851712645,0
1201,6550,0,1,1,627.3173441,0,2,2,26,1,0,20836,0,1,79,25,2,0,9,0,2,3,1,193.57032,2,2,3.9703629373417724,1
1202,4931,0,0,0,396.481296,0,2,3,23,1,1,88410,1,0,99,30,31,0,1,0,1,4,2,475.2,2,2,0.12918908308895405,0
1203,4781,0,2,2,491.17730880000005,0,1,3,30,0,0,0,1,0,69,26,33,0,9,1,4,4,0,496.8,2,2,0.2157124764163373,0
1204,6399,0,0,0,780.531287,1,1,2,19,0,0,21073,1,0,106,25,54,1,3,1,4,3,0,508.8,3,1,0.13636116125087352,0
1205,3687,0,3,3,720.0664877,1,1,2,18,0,0,0,1,1,66,16,77,0,2,1,3,1,0,316.8,2,2,0.14168958829201103,0
1206,5981,0,0,0,538.9499465,1,2,2,28,1,1,66429,0,1,136,35,93,0,1,1,5,1,0,57.712984999999996,5,2,0.04261147584598356,0
1207,5832,0,2,2,324.1314176,0,2,5,12,1,0,66889,2,1,80,6,16,0,1,1,3,1,2,294.31942799999996,2,1,0.25322767,0
1208,6958,0,2,2,552.8212807,1,1,3,10,1,1,36088,1,0,72,16,31,0,9,0,2,3,0,345.6,2,2,0.24767978525985662,0
1209,7210,0,1,1,717.3909404,0,1,3,37,1,1,75217,0,0,61,12,47,1,2,1,5,2,1,147.08030300000001,2,2,0.2502235578653645,0
1210,2204,0,3,3,707.6653181,0,1,3,43,0,1,0,1,0,68,8,9,0,2,0,1,3,1,489.6,1,3,1.156315879248366,1
1211,4652,0,2,2,370.0385003,0,2,2,39,0,0,17557,1,1,96,6,5,0,1,1,4,4,3,666.724937,2,2,0.7709135422916666,1
1212,8458,0,2,2,532.8835851,0,1,2,23,1,0,81064,0,0,70,20,4,4,3,1,5,3,0,42.238585,1,3,1.9031556610714286,1
1213,5351,0,4,4,483.8877084,0,1,1,34,0,0,0,1,0,66,2,45,0,5,1,5,1,1,700.331425,2,1,0.16292515434343435,0
1214,7709,0,1,1,1070.04952,0,2,3,47,1,0,75313,1,1,89,16,64,1,2,1,3,3,3,527.139074,2,2,0.18785981741573035,0
1215,440,0,2,2,787.9928952,0,2,5,1,1,0,45703,1,1,98,17,36,0,9,1,3,4,0,470.4,1,1,0.22335399523809524,0
1216,7238,0,2,2,786.9432383999999,0,1,3,39,1,0,40036,0,1,65,2,85,0,2,1,5,3,0,48.828732,2,2,0.14243316532126696,0
1217,551,0,2,2,258.6807171,0,1,3,48,0,1,0,2,1,71,23,84,0,1,1,5,1,1,191.640085,2,2,0.04337369502012072,0
1218,7462,0,3,3,728.6789075,0,1,1,35,1,1,65870,2,1,61,21,40,1,2,1,4,1,1,202.847644,2,3,0.29863889651639347,0
1219,3550,0,2,2,1179.799211,0,1,3,44,1,0,91469,2,0,100,11,89,2,2,1,3,3,0,418.864555,3,1,0.1325617091011236,0
1220,4541,0,2,2,938.6753031,0,1,1,33,1,1,42090,0,1,119,0,61,0,3,0,2,3,1,203.352239,3,2,0.12931193044496486,0
1221,5146,0,0,0,630.8922374,0,2,5,54,1,0,21368,0,1,79,7,2,0,6,0,2,1,2,4.61262,2,2,3.9929888443037975,1
1222,5180,0,1,1,1748.453438,0,1,3,7,1,0,78362,1,0,73,16,66,0,2,1,5,3,0,525.6,2,1,0.3629002569530926,0
1223,4177,0,0,0,1542.801044,0,2,3,58,1,0,33879,1,1,98,16,82,0,2,0,2,3,1,470.4,1,1,0.19198619263315084,0
1224,536,0,3,3,563.0793,0,1,1,16,1,1,72874,1,1,70,26,31,0,6,2,8,2,1,336.0,2,1,0.25948354838709675,0
1225,1795,0,2,2,1813.1188739999998,0,2,1,20,0,1,0,1,0,82,29,23,1,2,1,4,2,2,393.6,2,3,0.961356773064687,1
1226,5406,0,2,2,808.7219474999999,0,3,3,55,0,0,0,1,1,110,9,23,0,6,1,3,3,3,550.825934,1,2,0.3196529436758893,0
1227,621,0,3,3,1845.3576289999999,0,1,2,4,1,1,72215,2,1,66,22,23,0,2,1,5,1,3,247.91187200000002,2,2,1.2156506119894597,1
1228,8267,0,2,2,521.7513286999999,1,1,3,39,1,0,39854,2,0,66,6,4,0,7,0,1,1,3,261.930545,1,2,1.9763307905303027,1
1229,5685,0,0,0,483.57831789999994,0,1,2,21,1,1,36655,1,1,61,15,81,0,9,1,5,3,3,295.223164,2,1,0.09787053590366321,0
1230,6641,0,0,0,559.712496,1,2,1,19,1,0,37995,1,1,139,16,50,0,1,1,5,3,1,667.2,3,2,0.08053417208633093,0
1231,5553,0,2,2,892.0463999,0,3,1,13,1,0,40867,1,1,112,21,98,0,7,0,2,3,1,537.6,1,3,0.08127244897048105,0
1232,623,0,0,0,599.5411008,0,2,3,15,0,0,28804,0,1,78,6,84,0,3,1,5,3,3,76.025368,1,3,0.091505052014652,0
1233,2420,0,2,2,3849.694701,0,2,1,42,1,0,48409,2,0,124,13,60,0,2,2,8,3,0,345.211703,3,2,0.5174320834677419,1
1234,2327,0,2,2,838.2630118,1,1,1,53,0,1,19683,1,1,117,17,41,1,9,1,5,3,3,561.6,5,2,0.17474734454867624,0
1235,2687,0,1,1,1337.202426,0,3,1,48,1,0,88706,1,1,110,14,72,1,2,0,2,2,1,528.0,1,1,0.16883869015151515,0
1236,6793,0,1,1,897.2140307,0,1,3,19,1,1,89689,0,0,74,14,4,0,2,1,5,3,1,136.82953700000002,2,3,3.0311284820945943,1
1237,5056,0,2,2,540.5518390999999,0,1,1,47,1,0,67241,0,1,68,22,6,1,9,1,5,1,2,5.674809,1,2,1.3248819585784313,1
1238,3758,0,2,2,935.2478997999999,0,2,1,1,1,1,75436,0,1,78,10,20,0,2,1,4,1,0,9.747442999999999,2,2,0.5995178844871795,1
1239,7761,0,3,3,433.98710530000005,0,1,2,11,1,0,91761,1,1,109,33,20,2,1,1,3,2,1,779.052276,3,2,0.19907665380733947,0
1240,3932,0,2,2,1772.376398,0,2,2,40,1,0,25771,1,1,222,21,58,0,4,1,3,3,1,1253.984948,4,2,0.13764961152531843,0
1241,4288,0,0,0,750.7455372000001,1,1,2,55,1,1,60920,2,0,64,10,61,0,2,1,4,1,0,231.20188599999997,1,2,0.19230162325819675,0
1242,1927,0,1,1,802.9393076,0,3,1,7,1,0,96869,1,0,101,25,97,0,3,1,5,1,0,628.498605,2,2,0.08195767149127284,0
1243,5667,0,1,1,283.1587689,0,2,2,35,0,1,17752,1,1,77,26,87,0,1,1,5,2,0,369.6,2,2,0.04226881159874608,0
1244,4505,0,3,3,1008.0370310000001,0,2,2,34,1,1,60944,2,1,130,10,38,2,4,1,5,1,3,623.505066,3,2,0.2040560791497976,0
1245,3244,0,2,2,650.3397049,1,2,1,41,0,0,22081,1,1,84,1,9,0,6,1,4,3,0,451.670309,1,1,0.8602377048941799,1
1246,3204,0,1,1,333.1445625,0,2,2,43,1,1,73695,1,1,84,28,84,0,1,1,5,2,2,403.2,2,2,0.04721436543367347,0
1247,6453,0,2,2,462.0390087,0,2,2,49,0,0,0,1,0,130,11,1,0,1,1,4,2,0,936.0,3,2,3.5541462207692307,1
1248,7449,0,3,3,247.15284309999998,1,1,1,6,1,1,95697,0,1,61,16,55,0,1,1,4,1,0,114.273025,1,2,0.07366701731743666,0
1249,4631,0,0,0,649.4243995,0,2,2,18,0,0,15300,1,1,85,17,16,0,9,1,4,2,2,408.0,2,1,0.4775179408088236,0
1250,4251,0,1,1,965.7579498,1,2,1,24,0,1,0,1,1,131,34,61,0,9,0,0,3,0,628.8,3,2,0.12085570639469403,0
1251,8836,0,4,4,490.48947310000005,1,2,2,36,0,0,12902,1,0,139,3,51,0,1,1,3,3,0,667.2,5,2,0.06919022049654396,0
1252,4330,0,3,3,480.24770329999996,0,1,1,27,1,1,29809,1,1,61,13,17,0,9,1,5,1,2,365.312072,2,2,0.4631125393442623,0
1253,8568,0,4,4,795.5774757999999,0,1,1,19,0,1,0,1,1,74,17,27,0,2,1,5,1,3,355.2,2,2,0.39818692482482476,0
1254,67,0,0,0,694.1900812000001,0,2,1,29,0,1,0,1,1,96,21,18,0,3,1,5,1,2,460.8,2,1,0.4017303710648149,0
1255,8903,0,0,0,838.2478392,1,1,3,19,1,1,25998,1,1,71,16,38,0,2,1,5,1,2,791.8780419999999,2,2,0.3106923051148999,0
1256,7552,0,0,0,353.64317739999996,0,2,5,50,1,0,28248,1,0,90,25,89,0,1,1,5,1,1,634.385937,2,1,0.04415020941323345,0
1257,8998,0,2,2,324.4816567,0,2,2,19,1,0,68103,2,0,82,28,91,0,1,1,4,1,1,277.79598799999997,1,2,0.04348454257571696,0
1258,819,0,2,2,761.1212763999999,0,3,1,4,0,0,0,1,0,103,33,54,0,3,2,7,3,0,741.6,2,2,0.13684309176555196,0
1259,7277,0,0,0,450.5398267,0,1,5,46,1,0,81079,0,1,111,11,5,0,1,2,8,1,3,134.222332,3,2,0.8117834715315315,1
1260,4126,0,4,4,244.58448330000002,0,1,4,5,0,0,22732,0,1,62,31,35,0,1,1,3,2,1,15.616535,2,2,0.1127117434562212,0
1261,656,0,4,4,1647.7768429999999,0,1,1,49,1,0,49825,1,1,70,14,27,3,2,0,2,2,0,336.0,1,2,0.8718395994708994,1
1262,7615,0,0,0,354.6400212,0,1,2,30,0,0,0,1,0,103,11,92,0,1,1,5,2,1,621.9593570000001,3,1,0.03742507610806247,0
1263,1447,0,4,4,427.727009,0,1,1,58,1,1,77265,1,1,107,23,9,0,1,1,4,1,2,513.6,3,1,0.4441609646936656,0
1264,1477,0,2,2,478.47735470000003,0,1,1,46,0,1,0,1,0,72,20,41,0,7,0,1,2,3,779.629297,2,2,0.16208582476287264,0
1265,5705,0,2,2,757.2237727,0,3,2,42,0,1,12876,2,1,107,8,90,2,3,0,2,3,2,425.964628,2,3,0.07863175209761164,0
1266,6615,0,3,3,1176.0876369999999,0,2,3,44,1,1,36431,1,1,99,27,59,0,2,1,3,3,0,513.252488,1,1,0.20135039154254405,0
1267,8270,0,0,0,393.3813993,1,1,1,15,1,1,25927,1,0,103,6,20,0,1,1,3,1,3,674.973614,3,2,0.19096184432038835,0
1268,7839,0,4,4,570.0761832999999,0,1,3,41,1,0,26811,1,1,72,22,82,0,3,1,5,4,0,465.763576,1,2,0.09655761912262871,0
1269,2896,0,0,0,349.8634784,0,2,1,11,1,0,41711,2,0,90,3,89,0,1,1,4,3,0,351.286604,2,2,0.04367833687890137,0
1270,32,0,3,3,576.8091295,0,1,2,0,1,0,35091,1,0,74,27,19,0,9,0,0,3,1,418.927204,1,2,0.41024831401137984,0
1271,7919,0,3,3,636.1954003,0,2,3,3,0,0,0,1,1,87,17,33,0,3,0,0,4,0,417.6,2,2,0.22159366084987808,0
1272,8565,0,0,0,650.3397049,1,2,1,41,0,0,22081,1,1,84,1,9,0,6,1,3,3,0,451.670309,1,1,0.8602377048941799,1
1273,482,0,1,1,683.2111972,0,2,3,18,0,0,0,1,1,93,7,90,1,5,1,5,3,0,446.4,2,1,0.0816261884348865,0
1274,5299,0,0,0,578.5223477000001,0,1,2,16,1,1,31320,2,1,72,30,95,0,5,1,5,3,1,293.86579,2,2,0.08457929059941521,0
1275,818,0,0,0,561.9689084,1,3,1,18,0,1,0,1,1,153,25,5,0,1,1,5,1,3,1027.0000289999998,3,2,0.734599880261438,1
1276,5880,0,0,0,259.92896,0,1,5,31,1,1,33947,2,1,66,10,48,1,1,1,5,1,3,192.213037,2,2,0.08204828282828283,0
1277,403,0,2,2,673.2970948,0,1,1,20,0,0,0,1,0,62,10,31,0,2,1,5,1,0,446.4,1,2,0.35031066326742977,0
1278,7712,0,2,2,1832.186647,0,1,2,22,1,0,21189,1,0,66,4,2,0,2,1,5,2,0,316.8,1,2,13.88020187121212,1
1279,5274,0,1,1,910.2902307,0,3,5,45,1,1,73759,1,1,114,2,25,3,6,1,5,3,0,547.2,2,1,0.31940008094736844,0
1280,300,0,0,0,400.28575939999996,0,1,1,24,0,1,0,1,0,114,3,93,0,1,1,4,2,2,820.8,3,2,0.03775568377664591,0
1281,3366,0,0,0,862.0997438999999,0,3,3,47,1,0,44988,1,1,108,30,57,0,3,0,1,3,3,518.4,1,2,0.14004219361598438,0
1282,5017,0,0,0,1038.8986,0,2,2,1,1,0,33432,0,0,90,28,43,0,2,0,2,3,0,161.423101,1,2,0.26844925064599484,0
1283,4349,0,0,0,842.7172486,1,2,3,32,1,0,46503,1,0,215,4,21,1,1,1,4,3,0,1032.0,4,2,0.18664833856035437,0
1284,5710,0,2,2,700.7274227999999,0,1,3,56,0,1,0,1,0,101,12,12,0,6,0,2,1,1,973.7871759999999,3,2,0.5781579396039603,1
1285,2746,0,0,0,517.6579135,0,1,4,53,1,0,23636,0,1,65,19,10,0,3,1,5,1,2,81.452537,2,3,0.79639679,1
1286,6661,0,0,0,538.9499465,1,2,2,28,1,1,66429,0,1,136,35,93,0,1,1,5,1,0,57.712984999999996,5,2,0.04261147584598356,0
1287,2874,0,1,1,406.7004737,0,1,1,30,1,0,28466,2,1,102,33,91,0,1,1,5,2,0,371.80262799999997,3,2,0.04381603896789485,0
1288,3911,0,0,0,443.49413710000005,0,1,3,43,1,0,58082,0,1,112,31,66,1,1,1,5,3,2,103.022126,3,2,0.05999650123106061,0
1289,1797,0,3,3,1401.052742,0,1,3,20,1,0,36523,0,1,71,28,67,0,2,1,3,1,3,101.353875,2,2,0.29452443598906874,0
1290,8755,0,4,4,1235.005824,0,3,3,30,1,1,54710,2,1,103,13,46,0,2,1,5,2,1,294.058449,1,2,0.26065973490924443,0
1291,4214,0,2,2,816.1576876,0,1,1,56,1,0,73466,0,1,102,2,71,1,6,1,3,2,2,204.74051,3,2,0.11269783037834853,0
1292,6656,0,0,0,1100.913049,1,3,3,16,1,0,51643,1,0,283,16,43,0,1,0,1,1,0,1358.4,6,2,0.09046865387459939,0
1293,6327,0,3,3,871.7049832999999,1,1,2,36,1,1,83846,1,1,74,22,94,3,2,1,4,1,0,355.2,2,3,0.12531699012363426,0
1294,6780,0,0,0,591.7466602999999,0,3,1,35,0,1,0,1,0,169,31,77,0,1,1,5,4,0,1207.084251,3,2,0.0454735003688619,0
1295,8817,0,2,2,250.36604069999996,0,1,3,2,1,1,53338,0,1,63,24,35,1,1,1,4,4,0,35.45384,2,2,0.11354468965986393,0
1296,8781,0,1,1,1268.2250689999998,0,2,1,12,1,1,75203,1,0,80,0,13,1,2,0,1,3,2,384.0,2,2,1.219447181730769,1
1297,1283,0,0,0,433.03860199999997,1,3,2,38,1,1,60475,1,1,107,9,18,0,1,1,3,1,1,513.6,2,2,0.22483831879543092,0
1298,7441,0,2,2,1048.774332,0,2,2,47,1,1,30658,1,1,89,6,67,0,2,1,5,1,1,441.75758499999995,2,2,0.1758803172899547,0
1299,5804,0,3,3,356.75037549999996,1,1,3,28,0,1,0,1,1,102,28,11,0,1,0,1,1,0,660.4304559999999,3,2,0.31795933645276286,0
1300,7319,0,0,0,1989.6422260000002,0,2,3,6,1,0,60420,2,1,248,8,74,0,8,1,4,1,3,632.9443660000001,4,2,0.10841555285527464,0
1301,7100,0,0,0,2142.363723,1,1,3,22,0,1,0,1,1,65,9,31,0,2,1,4,1,0,312.0,1,2,1.0632078029776675,1
1302,591,0,1,1,558.1761297999999,0,1,4,51,1,0,62739,2,0,70,29,80,0,3,1,3,1,2,239.32857099999998,1,2,0.09967430889285712,0
1303,1053,0,2,2,351.5831889,0,2,5,24,0,0,15144,2,1,90,2,71,0,1,1,4,2,0,372.652536,2,2,0.05502084333333333,0
1304,6804,0,2,2,1203.662051,1,1,3,32,1,1,44428,1,0,104,17,61,0,2,1,5,3,2,499.2,3,2,0.18973235356242119,0
1305,5234,0,2,2,360.9798318,0,2,2,38,1,1,58297,1,1,97,19,94,5,1,2,8,3,0,647.039443,2,1,0.03958980388243036,0
1306,4040,0,0,0,1773.246488,0,1,3,36,1,0,42191,0,1,74,2,43,1,2,2,7,3,2,68.647736,1,2,0.5572741948460088,1
1307,6993,0,4,4,850.9850887,1,1,4,24,0,1,26057,1,0,74,3,63,0,2,1,3,3,2,523.8888450000001,2,1,0.18253648406263406,0
1308,6429,0,3,3,586.6424272999999,0,1,3,6,1,0,26608,2,1,73,12,14,0,6,1,4,2,0,234.234301,1,2,0.5740141167318982,1
1309,3906,0,2,2,482.5500869,0,1,5,37,0,1,0,2,1,63,8,27,0,9,1,4,2,1,272.843439,2,2,0.2836861181069959,0
1310,4370,0,2,2,538.9499465,1,2,2,28,1,1,66429,0,1,136,35,93,0,1,1,4,1,0,57.712984999999996,5,2,0.04261147584598356,0
1311,1466,0,2,2,777.8005622999999,0,1,3,10,0,0,25970,1,1,72,18,30,3,2,1,4,4,1,430.818992,2,1,0.36009285291666665,0
1312,3900,0,0,0,2634.608582,0,2,1,12,1,1,48268,1,0,223,28,26,0,2,1,4,3,3,1605.6,4,2,0.4543995484649879,0
1313,3437,0,2,2,1486.645116,0,2,1,58,1,0,24279,1,1,126,16,97,0,2,1,4,1,1,604.8,5,2,0.1216368119783996,0
1314,4072,0,3,3,832.423271,0,2,1,0,0,1,0,1,0,121,11,92,0,5,0,2,1,1,871.2,5,2,0.07477751266618757,0
1315,8126,0,0,0,923.8305998,0,2,1,26,0,0,0,1,0,128,30,26,0,5,1,5,3,0,921.6,3,2,0.2775933292668269,0
1316,1315,0,4,4,2269.329076,0,1,1,51,1,0,71879,0,0,64,1,64,0,2,0,2,1,3,9.163065,1,2,0.5540354189453125,1
1317,3812,0,3,3,623.6018594999999,0,2,5,30,1,1,57760,2,0,78,9,67,0,3,2,7,1,2,223.95008900000002,2,2,0.11932680051664751,0
1318,8379,0,2,2,501.21847560000003,0,2,2,16,1,1,20976,1,1,129,20,86,1,1,1,5,3,0,735.6837690000001,5,3,0.04517923883180098,0
1319,6253,0,1,1,817.6576796,0,1,3,51,1,1,67137,2,1,111,0,49,5,6,1,3,1,0,314.88032599999997,3,2,0.1503323551388123,0
1320,8879,0,1,1,258.2862313,0,1,1,45,1,0,50148,1,1,65,0,45,0,1,0,2,1,3,323.48523900000004,2,1,0.08830298505982906,0
1321,1623,0,2,2,311.89810950000003,0,2,2,1,1,1,23008,0,1,79,29,49,1,1,1,3,1,2,80.663097,2,2,0.0805730068457763,0
1322,2222,0,1,1,293.807856,0,2,2,47,0,1,0,1,0,82,12,67,0,1,1,4,2,0,590.4,2,2,0.05347794976337823,0
1323,359,0,3,3,688.3686617999999,0,2,1,49,1,0,84869,1,1,85,5,65,0,4,0,1,1,3,408.0,2,2,0.1245916129954751,0
1324,5415,0,0,0,221.59129480000004,0,1,2,27,0,1,0,1,0,66,21,67,0,1,0,2,3,0,316.8,1,2,0.050111102397105395,0
1325,7399,0,1,1,429.70181039999994,0,3,3,32,1,1,86860,1,1,107,13,29,0,1,1,4,1,2,513.6,2,1,0.13847947483080889,0
1326,2888,0,3,3,2152.2947489999997,0,2,1,36,1,0,44695,0,1,79,14,51,2,2,1,4,3,2,81.16632299999999,1,2,0.5342007319434102,1
1327,8804,0,0,0,276.1691693,0,2,1,49,0,0,0,1,0,77,35,38,0,1,1,3,3,1,554.4,2,1,0.09438454179767601,0
1328,1768,0,0,0,2256.361838,0,1,1,8,1,1,23046,0,1,65,18,7,3,2,1,5,4,1,1.687291,1,3,4.959037006593406,1
1329,6655,0,0,0,528.5918307000001,0,1,1,37,0,1,0,1,1,73,1,44,0,4,1,3,1,1,392.951076,1,1,0.16456781777708596,0
1330,8003,0,0,0,3506.2647950000005,0,1,1,53,1,0,84811,0,0,111,27,38,0,2,1,4,1,1,278.284943,3,1,0.8312623980559508,1
1331,8496,0,0,0,591.3199024,0,2,3,51,0,1,0,1,0,91,13,89,0,4,0,2,2,2,436.8,2,2,0.07301147084825288,0
1332,6755,0,2,2,259.33986719999996,0,1,4,31,0,0,0,1,1,69,29,35,0,1,1,5,4,1,331.2,1,2,0.10738710857142855,0
1333,9123,0,3,3,1269.267092,0,3,1,17,1,1,40117,1,1,108,6,55,0,2,1,3,2,0,750.082794,1,1,0.21368132861952863,0
1334,3192,0,0,0,330.911965,0,2,3,45,1,1,72140,1,0,87,22,66,2,1,1,5,2,0,417.6,2,3,0.057630087948450016,0
1335,9073,0,1,1,475.4449647,0,2,2,25,0,0,0,1,0,136,5,46,0,1,0,0,3,2,652.8,3,2,0.07599823604539642,0
1336,3398,0,2,2,241.393064,0,1,2,12,0,1,12495,1,0,65,32,62,0,1,1,5,3,2,312.0,2,2,0.059899023325062035,0
1337,8787,0,2,2,216.16855269999996,0,1,1,44,0,1,0,1,0,67,33,75,2,1,0,2,1,2,482.4,1,2,0.04301861745273631,0
1338,2808,0,0,0,552.7988928,0,1,3,48,0,0,0,1,1,72,4,72,0,7,1,5,2,1,345.6,2,3,0.10663558888888888,0
1339,6771,0,3,3,1062.921789,0,2,5,21,1,0,36495,0,1,133,14,97,1,3,0,2,1,0,229.930796,3,2,0.0823906510348035,0
1340,5948,0,4,4,1182.01098,0,2,3,45,1,0,86801,2,1,98,5,20,0,2,1,5,4,1,371.108203,2,2,0.6030668265306123,1
1341,6034,0,2,2,496.463152,0,1,2,21,1,1,52679,0,1,62,21,3,0,4,1,5,1,0,117.998498,2,2,2.6691567311827957,1
1342,7487,0,2,2,912.2925630000001,0,1,4,37,1,1,90804,2,1,113,29,67,0,5,1,3,1,2,434.09775999999994,5,1,0.12049829124290055,0
1343,5402,0,1,1,530.9435869,0,1,2,54,0,0,22404,2,1,70,0,62,1,4,1,5,3,0,211.136067,2,2,0.1223372320046083,0
1344,4734,0,0,0,346.066504,0,2,2,7,0,0,14262,2,1,90,27,9,0,1,1,5,3,0,290.432527,2,2,0.4272425975308642,0
